ID_CLIENTE,SAFRA_REF,INADIMPLENTE
3156852928909455203,2021-07,0.79%
3156852928909455203,2021-08,0.35%
3156852928909455203,2021-08,0.35%
3156852928909455203,2021-08,0.34%
1507697130807703164,2021-07,0.36%
1507697130807703164,2021-08,0.10%
1507697130807703164,2021-08,0.12%
5799279645678609726,2021-07,0.05%
8512214463586144353,2021-07,3.64%
8512214463586144353,2021-08,0.97%
8213533889694327948,2021-07,0.06%
8213533889694327948,2021-07,0.06%
8213533889694327948,2021-07,0.06%
8213533889694327948,2021-07,0.07%
8213533889694327948,2021-07,0.07%
8213533889694327948,2021-07,0.07%
8213533889694327948,2021-08,16.73%
8213533889694327948,2021-08,0.06%
8213533889694327948,2021-08,0.13%
2535803443850893368,2021-07,12.29%
2535803443850893368,2021-08,2.90%
7770458886439606839,2021-07,0.60%
7770458886439606839,2021-08,0.25%
1156053485989336481,2021-07,8.46%
1156053485989336481,2021-07,5.92%
1156053485989336481,2021-07,2.11%
1156053485989336481,2021-08,3.34%
1156053485989336481,2021-08,3.30%
1156053485989336481,2021-08,2.56%
1156053485989336481,2021-08,3.30%
1156053485989336481,2021-08,3.26%
1156053485989336481,2021-08,2.53%
1156053485989336481,2021-08,3.61%
1156053485989336481,2021-08,3.57%
1156053485989336481,2021-08,4.10%
1156053485989336481,2021-08,3.57%
1156053485989336481,2021-08,3.61%
1156053485989336481,2021-08,3.61%
1156053485989336481,2021-08,3.61%
1156053485989336481,2021-08,4.10%
1156053485989336481,2021-08,4.65%
1156053485989336481,2021-08,7.33%
1156053485989336481,2021-08,3.61%
7215093571368368138,2021-07,0.84%
7215093571368368138,2021-07,0.15%
7215093571368368138,2021-07,0.96%
7215093571368368138,2021-07,0.13%
7215093571368368138,2021-07,0.06%
7215093571368368138,2021-07,0.06%
7215093571368368138,2021-07,0.06%
7215093571368368138,2021-08,0.12%
7215093571368368138,2021-08,0.12%
7215093571368368138,2021-08,0.07%
1711114950158155307,2021-07,0.43%
274692171162531764,2021-07,2.15%
274692171162531764,2021-07,2.54%
274692171162531764,2021-07,1.66%
274692171162531764,2021-07,2.54%
274692171162531764,2021-07,2.58%
274692171162531764,2021-08,2.33%
274692171162531764,2021-08,2.33%
274692171162531764,2021-08,2.33%
274692171162531764,2021-08,2.33%
274692171162531764,2021-08,2.33%
3228830386980584958,2021-07,3.89%
3228830386980584958,2021-07,1.94%
3228830386980584958,2021-08,3.61%
3228830386980584958,2021-08,3.57%
1454789421854453615,2021-07,1.58%
1454789421854453615,2021-07,0.69%
1454789421854453615,2021-07,3.33%
1454789421854453615,2021-07,0.53%
1454789421854453615,2021-07,0.62%
1454789421854453615,2021-07,1.08%
1454789421854453615,2021-08,1.11%
1454789421854453615,2021-08,0.86%
1454789421854453615,2021-08,0.86%
1454789421854453615,2021-08,2.90%
6545052034269841737,2021-07,1.66%
6545052034269841737,2021-07,2.67%
6545052034269841737,2021-07,1.02%
6545052034269841737,2021-07,0.95%
6545052034269841737,2021-08,1.21%
6545052034269841737,2021-08,0.79%
6545052034269841737,2021-08,1.21%
6545052034269841737,2021-08,0.62%
6545052034269841737,2021-08,0.71%
7457803471605010846,2021-07,0.19%
7457803471605010846,2021-07,0.18%
7457803471605010846,2021-07,0.66%
7457803471605010846,2021-08,0.04%
7457803471605010846,2021-08,0.24%
7457803471605010846,2021-08,0.06%
8716163053080758848,2021-07,0.45%
8716163053080758848,2021-07,0.65%
8716163053080758848,2021-07,0.44%
8716163053080758848,2021-07,0.65%
8716163053080758848,2021-07,0.19%
8716163053080758848,2021-07,0.24%
8716163053080758848,2021-08,0.21%
8716163053080758848,2021-08,0.14%
8716163053080758848,2021-08,0.14%
8716163053080758848,2021-08,0.17%
8716163053080758848,2021-08,0.19%
8716163053080758848,2021-08,0.23%
8716163053080758848,2021-08,0.21%
8107542605807471599,2021-07,9.49%
8107542605807471599,2021-07,10.67%
8107542605807471599,2021-08,16.97%
5176940320835464459,2021-07,4.94%
5176940320835464459,2021-07,0.88%
5176940320835464459,2021-07,0.59%
5176940320835464459,2021-07,0.71%
5176940320835464459,2021-07,0.88%
5176940320835464459,2021-07,0.59%
5176940320835464459,2021-07,0.32%
5176940320835464459,2021-07,0.42%
5176940320835464459,2021-07,0.21%
5176940320835464459,2021-08,0.22%
5176940320835464459,2021-08,0.16%
5176940320835464459,2021-08,0.22%
5176940320835464459,2021-08,0.35%
5176940320835464459,2021-08,0.11%
5176940320835464459,2021-08,0.42%
5303720405946805990,2021-07,0.24%
5303720405946805990,2021-07,0.20%
5303720405946805990,2021-08,0.09%
2347028805684088098,2021-07,0.10%
2347028805684088098,2021-07,0.04%
2347028805684088098,2021-07,0.03%
2347028805684088098,2021-08,0.05%
2347028805684088098,2021-08,0.11%
2347028805684088098,2021-08,0.10%
2347028805684088098,2021-08,0.07%
2347028805684088098,2021-08,0.06%
3118152790263512426,2021-07,0.07%
3118152790263512426,2021-07,0.06%
3118152790263512426,2021-07,0.04%
3118152790263512426,2021-07,0.05%
3118152790263512426,2021-08,0.04%
3888528635045328222,2021-07,0.24%
3888528635045328222,2021-07,0.44%
3888528635045328222,2021-07,0.39%
3888528635045328222,2021-07,0.20%
3888528635045328222,2021-07,0.25%
3888528635045328222,2021-08,0.07%
3888528635045328222,2021-08,13.27%
6118873739225005756,2021-07,2.83%
6118873739225005756,2021-08,0.39%
3931892303497206092,2021-07,1.37%
3931892303497206092,2021-08,7.54%
3931892303497206092,2021-08,5.57%
3931892303497206092,2021-08,5.85%
3931892303497206092,2021-08,5.78%
3931892303497206092,2021-08,5.78%
8529899700094903171,2021-07,0.16%
8529899700094903171,2021-07,0.23%
8529899700094903171,2021-07,0.25%
8529899700094903171,2021-07,0.25%
8529899700094903171,2021-07,0.20%
8529899700094903171,2021-07,0.36%
8529899700094903171,2021-07,0.36%
8529899700094903171,2021-07,0.30%
8529899700094903171,2021-07,0.36%
8529899700094903171,2021-07,0.36%
8529899700094903171,2021-07,0.36%
8529899700094903171,2021-07,0.30%
8529899700094903171,2021-07,0.19%
8529899700094903171,2021-07,0.16%
8529899700094903171,2021-08,0.09%
8529899700094903171,2021-08,0.09%
8529899700094903171,2021-08,0.31%
8529899700094903171,2021-08,0.10%
8529899700094903171,2021-08,0.31%
8529899700094903171,2021-08,0.08%
8529899700094903171,2021-08,0.07%
8529899700094903171,2021-08,0.09%
8529899700094903171,2021-08,0.08%
8529899700094903171,2021-08,0.08%
8529899700094903171,2021-08,0.09%
8529899700094903171,2021-08,0.10%
8529899700094903171,2021-08,0.22%
8529899700094903171,2021-08,0.20%
8529899700094903171,2021-08,0.22%
8529899700094903171,2021-08,0.19%
8529899700094903171,2021-08,0.25%
5786895437851445408,2021-07,0.52%
5786895437851445408,2021-08,0.12%
5786895437851445408,2021-08,0.06%
8173830874846355280,2021-07,1.53%
8173830874846355280,2021-07,1.31%
8173830874846355280,2021-07,1.49%
8173830874846355280,2021-07,1.74%
8173830874846355280,2021-07,1.04%
8173830874846355280,2021-07,0.52%
8173830874846355280,2021-07,1.04%
8173830874846355280,2021-07,0.55%
8173830874846355280,2021-07,0.52%
8173830874846355280,2021-07,1.45%
8173830874846355280,2021-07,1.01%
8173830874846355280,2021-07,0.45%
8173830874846355280,2021-07,0.43%
8173830874846355280,2021-07,0.54%
8173830874846355280,2021-08,0.45%
8173830874846355280,2021-08,0.79%
8173830874846355280,2021-08,0.49%
8173830874846355280,2021-08,0.30%
8173830874846355280,2021-08,0.35%
8173830874846355280,2021-08,0.29%
8173830874846355280,2021-08,1.25%
8173830874846355280,2021-08,1.51%
8173830874846355280,2021-08,1.25%
8173830874846355280,2021-08,1.25%
8173830874846355280,2021-08,0.83%
3382624494518753363,2021-07,8.98%
3382624494518753363,2021-07,8.01%
3382624494518753363,2021-07,4.89%
3382624494518753363,2021-07,6.59%
3382624494518753363,2021-08,4.26%
3382624494518753363,2021-08,5.02%
3382624494518753363,2021-08,74.60%
1003144834589372198,2021-07,1.47%
1003144834589372198,2021-07,0.71%
1003144834589372198,2021-07,0.31%
1003144834589372198,2021-08,0.14%
1003144834589372198,2021-08,0.30%
1003144834589372198,2021-08,0.21%
1003144834589372198,2021-08,0.29%
1003144834589372198,2021-08,0.35%
4043546053926060305,2021-07,1.60%
4043546053926060305,2021-07,1.60%
4043546053926060305,2021-08,12.07%
4043546053926060305,2021-08,0.84%
4043546053926060305,2021-08,0.73%
4043546053926060305,2021-08,1.70%
4043546053926060305,2021-08,0.68%
4043546053926060305,2021-08,1.70%
4043546053926060305,2021-08,0.68%
4043546053926060305,2021-08,1.48%
4043546053926060305,2021-08,0.73%
4043546053926060305,2021-08,0.87%
2335982750277990437,2021-07,0.49%
2335982750277990437,2021-07,0.49%
2335982750277990437,2021-07,0.59%
2335982750277990437,2021-08,0.95%
465309249432033993,2021-07,0.47%
465309249432033993,2021-08,0.64%
465309249432033993,2021-08,0.64%
4995679129936981612,2021-07,0.86%
4995679129936981612,2021-07,0.38%
4995679129936981612,2021-07,0.10%
4995679129936981612,2021-08,0.30%
3137879241768961145,2021-07,0.18%
3137879241768961145,2021-07,0.06%
3137879241768961145,2021-07,0.07%
3137879241768961145,2021-08,0.14%
3137879241768961145,2021-08,0.09%
3137879241768961145,2021-08,0.06%
8090492548102964782,2021-07,4.21%
5055200744384119654,2021-07,0.94%
660382477567765256,2021-07,0.93%
660382477567765256,2021-07,0.75%
660382477567765256,2021-07,0.52%
660382477567765256,2021-08,6.10%
660382477567765256,2021-08,1.53%
4235078665660987689,2021-07,0.37%
4235078665660987689,2021-07,0.38%
187117706370645370,2021-07,0.31%
187117706370645370,2021-07,0.24%
187117706370645370,2021-08,0.36%
8004521604421988528,2021-07,1.32%
8004521604421988528,2021-07,1.02%
8004521604421988528,2021-07,0.41%
8004521604421988528,2021-07,0.40%
8004521604421988528,2021-07,0.52%
8004521604421988528,2021-08,0.38%
1276604410881911401,2021-07,1.10%
1276604410881911401,2021-07,1.54%
1276604410881911401,2021-07,1.10%
1276604410881911401,2021-07,1.10%
1276604410881911401,2021-07,1.10%
1276604410881911401,2021-08,5.00%
1276604410881911401,2021-08,5.72%
1276604410881911401,2021-08,5.00%
1276604410881911401,2021-08,5.72%
1276604410881911401,2021-08,5.72%
1276604410881911401,2021-08,6.71%
1276604410881911401,2021-08,6.71%
1276604410881911401,2021-08,7.66%
1276604410881911401,2021-08,6.71%
1958660709350677213,2021-07,0.33%
1958660709350677213,2021-08,1.39%
1958660709350677213,2021-08,1.39%
9052787288251876909,2021-07,0.05%
1002362614649347438,2021-07,1.45%
1002362614649347438,2021-07,1.45%
1002362614649347438,2021-08,0.44%
1002362614649347438,2021-08,0.64%
3093415403379897112,2021-07,4.15%
2493688222671282470,2021-07,7.02%
2493688222671282470,2021-08,1.30%
5263285038415073073,2021-07,2.78%
5263285038415073073,2021-07,2.78%
5263285038415073073,2021-07,0.15%
7436628409157313756,2021-07,1.33%
7436628409157313756,2021-07,1.23%
7436628409157313756,2021-08,0.67%
7436628409157313756,2021-08,0.72%
7436628409157313756,2021-08,1.00%
4071158585850879204,2021-07,0.63%
2634859679238614382,2021-07,0.08%
2634859679238614382,2021-07,0.08%
2634859679238614382,2021-07,0.08%
2634859679238614382,2021-08,0.88%
2634859679238614382,2021-08,0.19%
2634859679238614382,2021-08,0.03%
2634859679238614382,2021-08,0.09%
2634859679238614382,2021-08,0.03%
8505870778358741102,2021-07,1.94%
8505870778358741102,2021-07,0.74%
8505870778358741102,2021-08,0.26%
3997247264680905799,2021-07,6.42%
3997247264680905799,2021-07,6.42%
3997247264680905799,2021-08,1.39%
3997247264680905799,2021-08,0.43%
510795635145114083,2021-07,1.62%
510795635145114083,2021-07,0.13%
510795635145114083,2021-08,0.90%
510795635145114083,2021-08,6.10%
510795635145114083,2021-08,1.33%
510795635145114083,2021-08,1.09%
6546850858912852316,2021-07,1.35%
6546850858912852316,2021-07,0.64%
6546850858912852316,2021-07,0.35%
2768068015169423097,2021-07,0.27%
2768068015169423097,2021-07,0.27%
2768068015169423097,2021-08,0.40%
7949169060790541229,2021-07,1.55%
7949169060790541229,2021-07,1.14%
7949169060790541229,2021-08,0.64%
7949169060790541229,2021-08,0.52%
6964108750473070287,2021-07,6.47%
6964108750473070287,2021-07,0.52%
6964108750473070287,2021-07,6.47%
6964108750473070287,2021-07,0.52%
6964108750473070287,2021-07,6.47%
6964108750473070287,2021-07,0.23%
6964108750473070287,2021-07,7.77%
6964108750473070287,2021-07,7.77%
6964108750473070287,2021-07,0.23%
6964108750473070287,2021-07,7.77%
6964108750473070287,2021-07,10.47%
6964108750473070287,2021-07,0.87%
6964108750473070287,2021-07,10.47%
6964108750473070287,2021-07,0.95%
6964108750473070287,2021-08,0.68%
6964108750473070287,2021-08,1.53%
6964108750473070287,2021-08,1.53%
6964108750473070287,2021-08,0.68%
6964108750473070287,2021-08,17.15%
6964108750473070287,2021-08,17.15%
6964108750473070287,2021-08,0.68%
6964108750473070287,2021-08,17.15%
6964108750473070287,2021-08,1.66%
6964108750473070287,2021-08,0.68%
6964108750473070287,2021-08,17.15%
6964108750473070287,2021-08,1.14%
6964108750473070287,2021-08,0.57%
6964108750473070287,2021-08,1.53%
6964108750473070287,2021-08,17.15%
6964108750473070287,2021-08,2.21%
6964108750473070287,2021-08,2.21%
6964108750473070287,2021-08,19.48%
6964108750473070287,2021-08,2.40%
6964108750473070287,2021-08,2.21%
6964108750473070287,2021-08,19.48%
6964108750473070287,2021-08,2.21%
6964108750473070287,2021-08,0.99%
6964108750473070287,2021-08,0.69%
6964108750473070287,2021-08,0.66%
6964108750473070287,2021-08,2.21%
6964108750473070287,2021-08,19.48%
6964108750473070287,2021-08,19.48%
6964108750473070287,2021-08,2.21%
6964108750473070287,2021-08,0.99%
6964108750473070287,2021-08,2.21%
4527499691197377217,2021-07,0.65%
4527499691197377217,2021-07,0.19%
4527499691197377217,2021-08,28.33%
4532469127306079736,2021-07,0.13%
4532469127306079736,2021-07,0.08%
3977861004707764824,2021-07,6.97%
3977861004707764824,2021-07,6.87%
3977861004707764824,2021-07,10.84%
3977861004707764824,2021-07,5.30%
3977861004707764824,2021-07,2.48%
3977861004707764824,2021-07,5.16%
3977861004707764824,2021-07,6.27%
3977861004707764824,2021-08,1.93%
3977861004707764824,2021-08,2.68%
3977861004707764824,2021-08,1.91%
3977861004707764824,2021-08,2.17%
3977861004707764824,2021-08,1.91%
3977861004707764824,2021-08,1.88%
8480109508191086169,2021-07,5.16%
8480109508191086169,2021-08,1.82%
8480109508191086169,2021-08,1.81%
6795467882769787169,2021-07,0.81%
6795467882769787169,2021-07,0.87%
6795467882769787169,2021-08,16.96%
5440313607363845188,2021-07,0.31%
5440313607363845188,2021-08,0.15%
5304536516981778801,2021-07,0.23%
5304536516981778801,2021-07,0.12%
5304536516981778801,2021-07,0.11%
5304536516981778801,2021-08,0.05%
5304536516981778801,2021-08,0.05%
5304536516981778801,2021-08,0.05%
5304536516981778801,2021-08,0.05%
5304536516981778801,2021-08,0.05%
5304536516981778801,2021-08,0.06%
665854826624598350,2021-07,2.45%
665854826624598350,2021-07,0.02%
665854826624598350,2021-07,0.13%
665854826624598350,2021-08,1.77%
665854826624598350,2021-08,4.32%
665854826624598350,2021-08,0.19%
665854826624598350,2021-08,0.66%
4935929591787890253,2021-07,5.25%
4935929591787890253,2021-07,3.68%
4935929591787890253,2021-08,0.50%
670573866376512619,2021-07,0.66%
670573866376512619,2021-07,0.37%
3668905663669864663,2021-07,0.77%
3668905663669864663,2021-08,0.19%
3668905663669864663,2021-08,82.53%
3668905663669864663,2021-08,0.18%
4862285428951244424,2021-07,0.14%
4862285428951244424,2021-07,0.05%
4862285428951244424,2021-07,0.02%
4862285428951244424,2021-08,0.04%
5528372913947954503,2021-07,0.56%
5528372913947954503,2021-07,0.68%
5528372913947954503,2021-08,2.12%
5528372913947954503,2021-08,1.92%
1118514612547157551,2021-07,1.60%
1118514612547157551,2021-07,0.85%
1118514612547157551,2021-07,0.92%
1118514612547157551,2021-08,0.34%
1118514612547157551,2021-08,1.69%
410843023337872279,2021-07,26.61%
410843023337872279,2021-07,44.14%
3281617395243454427,2021-07,2.85%
3281617395243454427,2021-07,2.85%
3281617395243454427,2021-08,4.20%
2128970218770090704,2021-07,2.00%
2128970218770090704,2021-07,0.98%
2128970218770090704,2021-07,1.30%
2128970218770090704,2021-08,0.31%
2128970218770090704,2021-08,0.18%
2128970218770090704,2021-08,0.22%
2128970218770090704,2021-08,0.35%
2307201111381758912,2021-07,3.03%
2307201111381758912,2021-08,0.71%
3408536439470975134,2021-07,1.28%
3408536439470975134,2021-07,0.75%
3408536439470975134,2021-07,1.19%
3408536439470975134,2021-07,0.87%
3408536439470975134,2021-08,6.07%
3408536439470975134,2021-08,2.02%
3408536439470975134,2021-08,2.20%
3408536439470975134,2021-08,1.88%
6535356415509860671,2021-07,0.60%
4095739077267179172,2021-07,6.33%
4095739077267179172,2021-07,47.06%
180672270337706285,2021-07,20.16%
180672270337706285,2021-07,16.89%
180672270337706285,2021-07,20.16%
180672270337706285,2021-07,16.89%
180672270337706285,2021-08,16.97%
180672270337706285,2021-08,12.54%
180672270337706285,2021-08,10.35%
1977574645216036803,2021-07,1.90%
1977574645216036803,2021-08,1.06%
1977574645216036803,2021-08,91.67%
7707459425750676368,2021-07,93.12%
7707459425750676368,2021-08,0.15%
226405871752897670,2021-07,2.63%
226405871752897670,2021-08,2.08%
226405871752897670,2021-08,1.07%
5503073374822479037,2021-07,0.60%
5503073374822479037,2021-07,0.76%
5503073374822479037,2021-08,0.50%
5503073374822479037,2021-08,0.25%
5503073374822479037,2021-08,0.25%
3161361581909316305,2021-07,0.53%
652740132671309295,2021-07,0.38%
652740132671309295,2021-07,0.10%
5503391736465275980,2021-07,0.65%
5503391736465275980,2021-07,0.65%
5503391736465275980,2021-08,0.15%
5503391736465275980,2021-08,0.21%
8895896724713458749,2021-07,0.25%
8895896724713458749,2021-07,0.36%
8895896724713458749,2021-07,0.18%
8895896724713458749,2021-08,0.11%
8895896724713458749,2021-08,0.07%
345447888460137901,2021-07,0.86%
6368582840625614207,2021-07,0.40%
6368582840625614207,2021-08,0.09%
1044568737046072781,2021-07,3.85%
5864443060004179363,2021-07,0.14%
5864443060004179363,2021-07,0.05%
5864443060004179363,2021-07,0.11%
5864443060004179363,2021-08,0.35%
5864443060004179363,2021-08,0.42%
5864443060004179363,2021-08,0.25%
5864443060004179363,2021-08,0.30%
5864443060004179363,2021-08,0.30%
5864443060004179363,2021-08,0.29%
2214132103234633622,2021-07,0.01%
2214132103234633622,2021-07,0.01%
2214132103234633622,2021-08,0.02%
2214132103234633622,2021-08,0.02%
2214132103234633622,2021-08,0.05%
2214132103234633622,2021-08,0.05%
2214132103234633622,2021-08,0.05%
5369576709077493659,2021-07,1.05%
5369576709077493659,2021-07,1.05%
5369576709077493659,2021-07,1.03%
5369576709077493659,2021-07,0.69%
3634047863995720708,2021-07,0.06%
3634047863995720708,2021-08,0.13%
3634047863995720708,2021-08,0.29%
792560389712312178,2021-07,0.17%
792560389712312178,2021-07,0.06%
792560389712312178,2021-08,28.24%
792560389712312178,2021-08,0.08%
792560389712312178,2021-08,0.06%
1104269683367198574,2021-07,0.40%
1104269683367198574,2021-07,0.26%
1104269683367198574,2021-08,0.84%
7870373680211625064,2021-07,0.03%
7870373680211625064,2021-07,0.03%
7870373680211625064,2021-07,0.01%
7870373680211625064,2021-08,0.19%
7870373680211625064,2021-08,0.17%
7870373680211625064,2021-08,0.17%
7870373680211625064,2021-08,0.50%
7038761645302069945,2021-07,0.24%
7038761645302069945,2021-08,0.21%
5888474320320735000,2021-07,2.73%
5888474320320735000,2021-08,5.90%
5888474320320735000,2021-08,1.89%
5888474320320735000,2021-08,5.90%
4414438591613884911,2021-07,1.24%
4414438591613884911,2021-08,0.70%
4414438591613884911,2021-08,0.70%
4414438591613884911,2021-08,0.57%
6462952350255736003,2021-07,0.62%
6462952350255736003,2021-07,0.64%
4061297388883391410,2021-07,0.13%
4061297388883391410,2021-08,0.05%
4061297388883391410,2021-08,0.05%
4061297388883391410,2021-08,0.06%
4061297388883391410,2021-08,0.17%
5522764880180045081,2021-07,2.44%
5522764880180045081,2021-07,0.67%
5522764880180045081,2021-08,0.32%
5522764880180045081,2021-08,0.41%
5522764880180045081,2021-08,0.78%
5522764880180045081,2021-08,0.27%
8609211777002937758,2021-07,0.43%
8609211777002937758,2021-08,0.02%
8350724667410677464,2021-07,0.07%
8350724667410677464,2021-07,0.07%
8350724667410677464,2021-07,0.07%
8350724667410677464,2021-07,0.03%
8350724667410677464,2021-08,12.58%
7895753719321668294,2021-07,0.49%
7895753719321668294,2021-07,0.18%
7895753719321668294,2021-08,0.68%
7895753719321668294,2021-08,0.40%
4641659186059167709,2021-07,0.16%
4641659186059167709,2021-07,0.77%
2819054834565698513,2021-07,2.72%
2819054834565698513,2021-07,3.59%
2819054834565698513,2021-08,32.09%
3591324331706630867,2021-07,0.38%
3591324331706630867,2021-07,0.38%
3591324331706630867,2021-08,0.08%
3591324331706630867,2021-08,0.08%
3591324331706630867,2021-08,0.08%
2493305884832539159,2021-07,1.66%
2493305884832539159,2021-07,0.89%
2493305884832539159,2021-08,0.46%
4972567100282306577,2021-07,1.03%
4972567100282306577,2021-07,1.03%
4972567100282306577,2021-07,0.51%
4972567100282306577,2021-08,1.22%
940214356651040716,2021-07,0.34%
940214356651040716,2021-07,0.24%
6349142675790687765,2021-07,2.67%
6349142675790687765,2021-08,8.60%
6349142675790687765,2021-08,12.41%
6349142675790687765,2021-08,5.36%
6349142675790687765,2021-08,14.00%
6352592240901579272,2021-07,5.58%
4465150716052427320,2021-07,8.04%
4465150716052427320,2021-07,1.26%
2645324649046215594,2021-07,0.96%
2645324649046215594,2021-07,0.63%
2645324649046215594,2021-07,0.41%
2645324649046215594,2021-07,0.27%
2645324649046215594,2021-08,0.40%
2645324649046215594,2021-08,0.40%
5042877476420217533,2021-07,0.28%
5042877476420217533,2021-08,0.07%
5042877476420217533,2021-08,0.05%
8400764778654490278,2021-07,1.00%
8400764778654490278,2021-07,0.21%
8400764778654490278,2021-08,1.29%
3285246914299291124,2021-07,1.01%
3285246914299291124,2021-07,0.72%
3285246914299291124,2021-07,0.72%
3285246914299291124,2021-08,0.18%
3285246914299291124,2021-08,0.17%
3285246914299291124,2021-08,0.20%
3285246914299291124,2021-08,0.40%
4170463992215954403,2021-07,1.03%
4170463992215954403,2021-08,0.08%
1536087798470875922,2021-07,2.55%
1536087798470875922,2021-07,4.15%
1536087798470875922,2021-07,1.12%
1536087798470875922,2021-08,0.49%
1536087798470875922,2021-08,0.46%
1536087798470875922,2021-08,0.55%
1536087798470875922,2021-08,0.57%
1536087798470875922,2021-08,0.56%
1536087798470875922,2021-08,0.54%
1536087798470875922,2021-08,2.21%
4675067298171588603,2021-07,0.46%
4675067298171588603,2021-07,0.62%
4675067298171588603,2021-07,0.62%
4675067298171588603,2021-08,3.09%
4675067298171588603,2021-08,4.10%
2346482557594782345,2021-07,1.47%
2346482557594782345,2021-07,0.71%
2346482557594782345,2021-08,0.33%
5058298901476893676,2021-07,0.62%
5058298901476893676,2021-07,0.10%
5058298901476893676,2021-07,0.20%
5058298901476893676,2021-08,0.20%
6217788509719675691,2021-07,0.92%
6217788509719675691,2021-07,0.66%
6217788509719675691,2021-07,0.63%
6217788509719675691,2021-07,0.17%
6217788509719675691,2021-08,0.34%
6217788509719675691,2021-08,0.38%
4795152981525833467,2021-07,1.39%
4795152981525833467,2021-07,4.34%
4795152981525833467,2021-08,25.63%
4795152981525833467,2021-08,0.38%
4785355632922927313,2021-07,2.84%
4785355632922927313,2021-07,3.16%
4785355632922927313,2021-07,3.20%
4785355632922927313,2021-08,0.85%
4785355632922927313,2021-08,0.72%
4785355632922927313,2021-08,0.81%
7268895973869107930,2021-07,5.09%
7268895973869107930,2021-07,1.27%
7710364735942975505,2021-07,3.66%
7710364735942975505,2021-08,0.36%
7710364735942975505,2021-08,0.63%
3095408468798675621,2021-07,0.27%
3095408468798675621,2021-08,0.24%
7177785309735471560,2021-07,0.41%
7177785309735471560,2021-07,0.46%
7177785309735471560,2021-07,0.21%
7177785309735471560,2021-08,0.09%
8510653215962746781,2021-07,0.07%
5358243820364010940,2021-07,0.13%
5358243820364010940,2021-08,0.03%
5358243820364010940,2021-08,0.02%
5358243820364010940,2021-08,0.02%
5358243820364010940,2021-08,0.02%
6927178425683104769,2021-07,0.15%
6927178425683104769,2021-07,0.06%
6927178425683104769,2021-08,0.09%
6927178425683104769,2021-08,0.20%
1269153452773908541,2021-07,0.10%
1269153452773908541,2021-08,0.04%
2006188298374001315,2021-07,0.62%
7325545718770538459,2021-07,5.19%
7325545718770538459,2021-07,4.77%
7325545718770538459,2021-07,4.77%
7325545718770538459,2021-07,4.77%
7325545718770538459,2021-07,5.19%
7325545718770538459,2021-07,5.19%
7325545718770538459,2021-07,2.37%
7325545718770538459,2021-07,2.30%
7325545718770538459,2021-07,2.24%
7325545718770538459,2021-07,2.45%
7325545718770538459,2021-08,1.28%
7325545718770538459,2021-08,1.25%
7325545718770538459,2021-08,1.28%
7325545718770538459,2021-08,1.25%
7325545718770538459,2021-08,1.57%
7325545718770538459,2021-08,1.28%
7325545718770538459,2021-08,1.23%
8464809590757561185,2021-07,12.93%
8464809590757561185,2021-07,0.87%
8464809590757561185,2021-08,0.45%
8464809590757561185,2021-08,0.42%
8464809590757561185,2021-08,0.44%
8748106677402909629,2021-07,35.51%
312543480920432545,2021-07,6.76%
312543480920432545,2021-07,3.29%
312543480920432545,2021-07,5.53%
312543480920432545,2021-08,0.59%
312543480920432545,2021-08,1.43%
6186737197674630993,2021-07,0.49%
6186737197674630993,2021-08,0.11%
6186737197674630993,2021-08,27.71%
6186737197674630993,2021-08,0.11%
5606267905834401873,2021-07,0.07%
5606267905834401873,2021-08,0.05%
5606267905834401873,2021-08,0.03%
5606267905834401873,2021-08,0.02%
2763141362035716801,2021-07,1.86%
3022528659032597047,2021-07,2.24%
3022528659032597047,2021-07,2.90%
3022528659032597047,2021-08,46.62%
3022528659032597047,2021-08,0.54%
3022528659032597047,2021-08,0.58%
8015571584405428572,2021-07,0.12%
8015571584405428572,2021-08,0.58%
8015571584405428572,2021-08,0.06%
8015571584405428572,2021-08,0.06%
6721448955097663572,2021-07,4.28%
6721448955097663572,2021-07,7.96%
6721448955097663572,2021-07,7.96%
6721448955097663572,2021-07,2.81%
6721448955097663572,2021-07,1.50%
6721448955097663572,2021-08,0.82%
6721448955097663572,2021-08,1.44%
6721448955097663572,2021-08,0.55%
6721448955097663572,2021-08,0.55%
6721448955097663572,2021-08,0.57%
6721448955097663572,2021-08,3.11%
2466177460692220853,2021-07,4.07%
2466177460692220853,2021-08,0.10%
2466177460692220853,2021-08,0.11%
5726178124659661019,2021-07,0.21%
5726178124659661019,2021-07,0.20%
5726178124659661019,2021-07,0.12%
5726178124659661019,2021-08,0.09%
5726178124659661019,2021-08,0.11%
5726178124659661019,2021-08,0.08%
5726178124659661019,2021-08,0.08%
5726178124659661019,2021-08,0.07%
5726178124659661019,2021-08,0.08%
5726178124659661019,2021-08,0.11%
835441927760881602,2021-07,1.50%
835441927760881602,2021-08,1.13%
835441927760881602,2021-08,3.29%
1329553496073467331,2021-07,4.06%
1329553496073467331,2021-08,1.41%
5860276371789140450,2021-07,0.69%
5860276371789140450,2021-08,0.22%
5860276371789140450,2021-08,0.39%
5810778736737569699,2021-07,0.61%
5810778736737569699,2021-08,0.87%
5810778736737569699,2021-08,26.14%
2455576782104041698,2021-07,0.20%
2455576782104041698,2021-07,0.08%
2455576782104041698,2021-08,0.24%
2455576782104041698,2021-08,0.22%
2455576782104041698,2021-08,0.29%
